Title,Business Category,Body,Trip Advisor ID,Quarter,Address Line 1,Address Line 2,Town,Postcode,Longitude,Latitude,Telephone Number,Website,Email Address,Monday Opening Times,Tuesday Opening Times,Wednesday Opening Times,Thursday Opening Times,Friday Opening Times,Saturday Opening Times,Sunday Opening Times,Bank Holiday Opening Times,Facebook,Instagram,Twitter,Youtube
Coe's Newsagents,"Shopping, Budget Charity and Convenience",,,Central,7 Thoroughfare,,Ipswich,IP1 1BX,1.1534185,52.0575183,01473 255301,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:30 - 18:00,CLOSED,00:00 - 10:00,,,,
Tacket Convenience Store,"Shopping, Budget Charity and Convenience",,#N/A,Saints,4 Tacket Street,,Ipswich,IP4 1AY,1.1563297,52.0558809,01473 288419,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
4YP,"Professional Services, Education and Skills","4YP is a local charity which supports young people throughout Suffolk. We work from our base in Lower Brook Street, Ipswich and throughout the county, including in many schools. We support more than 12,000 young person contacts each year.

Through advice, guidance, and practical support we enable healthier, safer, more resilient lifestyles. With our help, young people develop life, social, communication and work skills, which helps them make more informed choices, and access better opportunities for education and work.",,Saints,14 Lower Brook Street,,Ipswich,IP4 1AP,1.1557047,52.0550699,01473 252607,www.4yp.org.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,,CLOSED,,https://www.facebook.com/suffolk4yp/,,https://twitter.com/4_yp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.youtube.com/channel/UCsceP_4JF1Uwgsqhmvoo68w
Suffolk Life,"Professional Services, Financial and Legal Services","We specialise in self-invested personal pensions (SIPPs). For many clients, the wide and diverse array of investment choices offered by a SIPP is the preferred choice to make their retirement plans.",,Franciscan,153 Princes Street,,Ipswich,IP1 1QJ,1.1468491,52.0538984,0370 414 7000,www.suffolklife.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/SuffolkLife,,https://twitter.com/suffolk_life,
Suffolk Fire and Rescue Service,"Professional Services, Utilities","Firefighter recruitment, fire safety for homes and safer home visit, businesses and landlords, our Service Plan, map of fire stations and live incident mapping.",,Portman,8 Russell Road,,Ipswich,IP1 2BX,1.1434109,52.0541712,01473 260588,www.suffolk.gov.uk/suffolk-fire-and-rescue-service,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/SuffolkFRS/,https://www.instagram.com/suffolkfrs/,https://twitter.com/SuffolkFire?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,
Suffolk Chamber of Commerce,"Professional Services, Financial and Legal Services","The Chamber is a proactive organisation.  Responding to Government papers and consultative documents; lobbying the Government, and more locally the council, on all major issues affecting businesses locally.",,,Felaw Maltings,44 Felaw Street,Ipswich,IP2 8SQ,1.1581469,52.0493203,01473 680600,www.suffolkchamber.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/suffolkchamberofcommerce,,https://twitter.com/suffolkchamber,
Sue Ryder,"Shopping, Budget Charity and Convenience","Come and visit us in our Sue Ryder Ipswich store, the charity shop that we hope does not feel like a charity shop. We are easy to find in Carr Street at the eastern end of Ipswich town centre opposite Specsavers with other retail outlets and coffee shops nearby.",,Eastgate,22 Carr Street,,Ipswich,IP4 1EJ,1.1571627,52.0574128,01473 213164,www.sueryder.org,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/SueRyderNational,,https://twitter.com/Sue_Ryder?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.youtube.com/user/SueRyderFilms
Jack Wills,"Shopping, Clothing","Jack Wills, for more than 16 years, has brought British heritage-inspired wares of the highest quality to the wardrobes of a spirited and inspired youth, epitomising what it is to be British, irreverent and carefree.",,Central,52-56 Tavern Street,,Ipswich,IP1 3AL,1.1559228,52.0576435,01473 215213,www.jackwills.com,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,CLOSED,10:30 - 16:30,CLOSED,https://www.facebook.com/jackwills,https://www.instagram.com/jackwills/,https://twitter.com/jackwills,https://www.youtube.com/user/officialjackwills
University of Suffolk Student Union,"Professional Services, Education and Skills","A member-led organisation run by students for students. We exist to make student life better at the University of Suffolk. We ensure that students have an independent voice only for their interests. We're led by two full-time sabbatical students (president and vice president) and the rest of the executive committee, made up of department and campus officers. We're largely funded by the university but we remain a completely autonomous organisation. Together we fight on the issues that you as students care about and our mission is to make your life better as a student whilst studying at the University of Suffolk.

We're focused on engaging and providing the best services for our students.",1846697,Waterfront,Neptune Quay,,Ipswich,IP4 1QJ,1.1623388,52.0524886,01473 338155,www.ucsunion.org,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/UCSunion,,http://instagram.com/su.activities,https://www.youtube.com/user/UCSunion
Shixuan Gourmet House,"Food and Drink, Oriental",We serve over 50 delicious dishes at our freshly cooked 'Create your own' buffet and with all you can eat options we are sure you will not find better value.,,Eastgate,70 Carr Street,,Ipswich,IP4 1EW,1.1589631,52.0571089,01473 225915,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Sharedband,"Professional Services, Digital","Sharedband's patented technology is designed to radically improve the performance and resilience of Internet connections. We deliver great value to businesses and significant benefits to internet users worldwide that need faster connection speeds, a more resilient service, and a superior broadband experience.",,Westgate,40 Princes Street,,Ipswich,IP1 1RJ,1.1504327,52.0561412,01473 287207,sharedband.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,https://twitter.com/sharedband,https://www.youtube.com/user/SharedbandTV
Shamrock,"Food and Drink, Bars Clubs and Public Houses, Things to Do, Nightlife",,12031586,Saints,2 Tacket Street,,Ipswich,IP4 1AY,1.1565305,52.0557171,01473 286183,https://www.facebook.com/pg/shamrockipswich/about/?ref=page_internal,,10:30 - 23:00,10:30 - 23:00,10:30 - 23:00,10:30 - 23:00,10:30 - 00:00,12:00 - 00:00,12:00 - 00:00,CLOSED,https://www.facebook.com/pg/shamrockipswich/about/?ref=page_internal,,,
Suffolk County Council,"Professional Services, Utilities",,,Portman,Endeavour House,Russell Road,Ipswich,IP1 2BX,1.1434109,52.0541712,0345 606 6067,www.suffolk.gov.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/SuffolkCountyCouncil/,,https://twitter.com/suffolkcc,https://www.youtube.com/user/SuffolkCC
The Salvation Army,"Shopping, Budget Charity and Convenience","There's a bargain in store for everyone as well as the opportunity to save some money and support those in need.



Our charity shops sell mainly second hand goods donated by the public. When visiting them you will find bargains and collectables plus an eclectic mix of fashions, bric a brac and other household items. From retro fashion to CDs and DVDs, bestseller books to computer games.",,Central,41 Upper Brook Street,,Ipswich,IP4 1DU,1.1891439,52.06059,01473 270009,www.salvationarmy.org.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
Salami Deli,"Food and Drink, Butchers and Delicatessens",,,Central,24 Upper Brook Street,,Ipswich,IP4 1EB,1.1560423,52.0566853,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Royal Navy and Royal Marines Careers,"Professional Services, Recruitment","A job in the Naval Service means adventure, camaraderie , and lifelong prospects. Everyday you make a difference. And no two days are the same. You could be policing the world's oceans, delivering humanitarian aid when natural or man-made disasters strike. Or you could be deployed in combat. No matter what job you do, you'll be a key part in operations around the world. Are you ready to go places?",,Saints,37 Silent Street,,Ipswich,IP1 1TF,1.1539738,52.055729,01473 254450,www.royalnavy.mod.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/RoyalNavyRecruitment,,https://twitter.com/RNJobsUK,https://www.youtube.com/user/RoyalNavyRecruitment
Royal Mail Sorting Office,"Professional Services, Utilities","Sending a parcel is easy, reliable and affordable with Royal Mail, the UK's most trusted delivery company.",,Franciscan,Commercial Road,,Ipswich,IP1 1AA,1.1472277,52.0522658,01473 234256,www.royalmail.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/RoyalMailStamps,,https://twitter.com/royalmail,
Royal Amusements,"Things to Do, Entertainment",,,Central,37 Upper Brook Street,,Ipswich,IP4 1ED,1.1564127,52.0567366,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/royal.amusements,,,
Rovian Sport and Leisure,"Health and Beauty, Fitness",,#N/A,Saints,33 St Peter's Street,,Ipswich,IP1 1XF,1.1534203,52.0542822,01473 252760,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Ray's Bar,"Food and Drink, Bars Clubs and Public Houses, Things to Do, Nightlife",,2013949,Saints,34 Silent Street,,Ipswich,IP1 1TF,1.1540753,52.0556645,01473 251723,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/raysbar.ipswich,,,
Quayside Day Nursery,"Professional Services, Education and Skills","We offer a warm, welcoming environment supporting the transition from home to nursery, and we provide excellent nutritionally-balanced menus using fresh ingredients prepared by our own chef. Our highly qualified team helped us secure a Good rating in our latest Ofsted Inspection.",,Eastgate,Rope Walk,,Ipswich,IP4 1QJ,1.163728,52.0557865,01473 295890,,,07:30 - 18:00,07:30 - 18:00,07:30 -18:00,07:30 - 18:00,07:30 -18:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Netscout,"Professional Services, Digital",The world leader in application and network performance management products and solutions.,,Westgate,23 Museum Street,,Ipswich,IP1 1HN,1.1511719,52.0565591,01473 261800,www.netscout.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/NETSCOUT-149271008438477/,,https://twitter.com/NETSCOUT,https://www.youtube.com/channel/UCDHjK6_cTdEYqoddyzMFi5A
Poundworld,"Shopping, Budget Charity and Convenience","Poundworld prides itself on providing customers with great value for money, across a wide range of categories, including groceries, toiletries, DIY and electricals. Poundworld is one of the UK's leading value variety retailers with over 300 stores across the UK. It serves more than two million customers every week and employs over 6,000 people nationwide.",,Central,46-48 Tavern Street,,Ipswich,IP1 3AJ,1.1556976,52.0575611,01473 213160,www.poundworld.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/PoundWorld/,https://www.instagram.com/poundworld/,https://twitter.com/PoundworldTweet?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.youtube.com/user/PoundWorldVideo
Posh Coffee and Cakes,Food and Drink,,,Westgate,61 Westgate Street,,Ipswich,IP1 3EB,1.1495079,52.0587562,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Pandora,"Shopping, Jewellery",,,Central,Sailmakers,Tavern Street,Ipswich,IP1 3BB,1.1545927,52.0576903,01473 214292,www.pandora.net,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/PANDORAuk/?brand_redir=6843624866,https://www.instagram.com/theofficialpandora/?hl=en,https://twitter.com/pandora_uk?lang=en-gb,https://www.youtube.com/user/TheOfficialPandora
Orwell Securities,"Professional Services, Financial and Legal Services","Established in 1978 by Peter Haig-Thomas as Independent Financial Advisors (IFA) since the inception of the Financial Services Act in April 1988, Orwell Securities Ipswich provides a bespoke financial planning service. The team are proud that the company never advertises its services, instead relying on referrals from a wide range of satisfied clients and professional connections.",,Innovation,5 Grimwade Street,,Ipswich,IP4 1LN,1.1632175,52.0563587,01473 214012,orwellsecurities.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/pages/Orwell-Securities-Ipswich/310304679147056,,,
Open Road,"Health and Beauty, Well-being","Our mission is to empower individuals, families and communities in their journey of recovery from the harmful effects of drugs, alcohol and other addictions. Open Road is a leading provider of drug and alcohol services in the East of England. In 2015 Open Road celebrated 25 years of delivering high quality services to enable individuals and families to recover from the harmful impact of drugs and alcohol.",,Westgate,30-32 Princes Street,,Ipswich,IP1 1RJ,1.1514389,52.0564673,01473 212371,openroad.org.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/OpenRoadUK/,,https://twitter.com/Open_Road,
NSPCC,"Health and Beauty, Well-being","We;re the leading children's charity in the UK, specialising in child protection and dedicated to the fight for every childhood. We're the only UK children's charity with statutory powers and that means we can take action to safeguard children at risk of abuse.",,Westgate,Hyde Park House,1 Crown Street,Ipswich,IP1 3LG,1.1506485,52.0593969,01473 234850,www.nspcc.org.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/nspcc,,https://twitter.com/NSPCC,https://www.youtube.com/user/nspcc
The Mortgage Centres,"Professional Services, Financial and Legal Services","We pride ourselves on delivering a localised service, through our network of branches and specialist advisers who have an in-depth knowledge of the local housing market.

As well as helping the people of Suffolk we have also come to help people from all over the country. Distance is really not an issue as we never compromise on speed of service or efficiency.

We have unlimited access to the mortgage market and we are specialists for residential purchase, remortgaging, first time buyers, buy to let mortgages, equity release and much more.",,Saints,10-12 St Nicholas Street,,Ipswich,IP1 1TJ,1.1524407,52.0557505,1473253344,www.themortgagecentres.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/tmcmortgage/,,https://twitter.com/TMCmortgages,
Morgan Sindall,"Professional Services, Building and Engineering","Morgan Sindall is the construction and regeneration group. Talented people are the key to our success. We employ around 5,700 people, working on everything from small scale fit outs and utilities projects to major urban regeneration schemes. Our strength comes from this balance of activity and our ability to provide integrated solutions comprising a range of our services.",,Saints,St Vincent House,1 Cutler Street,Ipswich,IP1 1LL,1.1525044,52.0542628,01473 255931,www.morgansindall.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/pages/Morgan-Sindall-Group/145783728773414,,https://twitter.com/morgansindall?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.youtube.com/user/MorganSindallGroup
Milsoms Kesgrave Hall,"Food and Drink, Fine Dining","Set in beautiful Suffolk countryside, Milsoms Kesgrave Hall is a luxurious boutique hotel and restaurant just outside Ipswich.
This charming four star Suffolk hotel opened in 2008 and boasts 23 en-suite bedrooms with plenty of wow factor , some even have bathtubs in the rooms and fabulous walk-in showers. Whichever room you choose, you can be sure of a delightful, comfortable stay, not to mention the complimentary wifi, soft drinks and snacks, and full Sky HD TV package thanks to Sky In-Room.
Milsoms Kesgrave Hall's restaurant provides a fabulously relaxed setting for drinks or dining and is open all day. Whether you're after breakfast, brunch, lunch, dinner, a drink with friends or just a delicious coffee while you work, the bar brasserie will have just what you fancy , and there's no need to book! There's even a covered outdoor terrace looking out across the sweeping lawns so you can enjoy outdoor dining at any time of day.
For private parties or weddings in Suffolk, The Hangar at Milsoms Kesgrave Hall is the ideal location, accommodating up to 300 guests in the leading Ipswich party venue.",1190737,,Hall Road,Kesgrave,Ipswich,IP5 2PU,1.2612044,52.0693693,01473 333741,www.milsomhotels.com/kesgrave-hall,,12:00 - 21:30 ,12:00 - 21:30 ,12:00 - 21:30 ,12:00 - 21:30 ,12:00 - 22:00 ,12:00 - 22:00 ,12:00 - 21:30 ,CLOSED,https://www.facebook.com/milsomhotels/,https://www.youtube.com/user/milsomhotels,https://twitter.com/milsomhotels,
Majestic Wines,Food and Drink,"Majestic specialises in selling brilliant wine by the case. They believe wine , whether you're buying it or selling it, and especially when you're drinking it , should be full of fun.",,Franciscan,Ipswich Trade Centre,Commercial Road,Ipswich,IP1 1UZ,1.1469047,52.0518165,01473 232128,www.majestic.co.uk,,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 20:00,10:00 - 20:00,09:00 - 19:00,10:00 - 17:00,10:00 - 17:00,https://www.facebook.com/Majestic-Wine-Ipswich-202181249878646/,,https://twitter.com/majesticipswich,https://www.youtube.com/user/majesticwine
Mahzen,"Food and Drink, Turkish","MAHZEN Restaurant offers simple yet brilliantly executed Mediterranean dishes in the heart of Ipswich. It is the culmination of simple creative ideas and a passion for food, drink and entertainment. Carefully chosen fresh marinated meats, fish and vegetables skewered and grilled over hot charcoals by our experienced chefs.",7039503,Innovation,11 Duke Street,,Ipswich,IP3 0AE,1.1647796,52.0517069,0776 582 8282,www.mahzenrestaurant.co.uk,,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,CLOSED,https://www.facebook.com/mahzenbbqrestaurant,,,
Lloyds Bank,"Professional Services, Financial and Legal Services","Since its foundation on 3 June 1765, Lloyds Bank has been serving the households, businesses and communities of Britain. And, in 2015 we celebrated 250 years of helping the people of Britain with the things that matter most to them.



We offer a comprehensive range of financial products and services , including current accounts, savings, mortgages, loans and credit cards.",,Central,13 Cornhill,,Ipswich,IP1 1DG,1.1466997,52.0528503,0345 300 0000,www.lloydsbank.com,,09:00 - 17:00,09:00 - 17:00,09:30 -17:00,09:00 - 19:00,09:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/lloydsbank,,https://twitter.com/AskLloydsBank,https://www.youtube.com/user/lloydsbankonline
Kaspas,"Food and Drink, Sweets Chocolate and Desserts","Kaspa's are a chain of exciting new dessert houses that offer the world's favourite hot and cold desserts under one roof. Our menu boasts a mouthwatering selection of ice creams, gelatos, waffles, crepes, milkshakes, smoothies and sundaes. Our parlours will change the way you view dessert.",,Central,44 Upper Brook Street,,Ipswich,IP4 1DR,1.1561814,52.055887,01473 218998,kaspas.co.uk,,11:00 - 23:00,11:00 - 23:00,11:00 -23:00,11:00 - 23:00,11:00 -23:00,11:00 - 23:00,11:00 - 23:00,CLOSED,https://www.facebook.com/kaspasdesserts,https://www.instagram.com/kaspasdesserts/,https://twitter.com/kaspasdesserts,
UK Power Networks,"Professional Services, Utilities","We own and maintain electricity cables and lines across London, the South East and East of England making sure your lights stay on.  We maintain and upgrade power equipment. We move and connect new electricity cables.",,,Fore Hamlet,IP3 8AA,Ipswich,IP3 8AA,1.166241,52.052088,0800 028 0247,www.ukpowernetworks.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/ukpowernetworks,https://www.instagram.com/uk_power_networks/,https://twitter.com/UKPowerNetworks,https://www.youtube.com/user/UKPowerNetworks/
Ipswich Labour Club,"Professional Services, Financial and Legal Services",,,Saints,33-35 Silent Street,,Ipswich,IP1 1TF,1.1534439,52.0553951,01473 253012,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
No.1 Currency,"Professional Services, Financial and Legal Services",No.1 Currency offers leading foreign exchange services for international payments to all of our personal and business customers.,,Central,3 Thoroughfare,,Ipswich,IP1 1BX,1.1534185,52.0575183,01473 211421,www.no1currency.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,10:00 - 16:00,CLOSED,https://www.facebook.com/pages/No1-Currency/499048090163345,,https://twitter.com/No1Currency,
Inkwell Tattoo Studio,"Health and Beauty, Beauticians",Inkwell Tattoo Helston offer an individual design service from a range of source material or can adapt your own design or picture into a tattoo,#N/A,Saints,8 Fore Street,,Ipswich,IP4 1JP,1.1614881,52.053176,0749 434 6386,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/inkwelltattoostudio/,https://www.instagram.com/inkwelltattoostudio/,https://twitter.com/inkwellstudio14,https://www.youtube.com/watch?v=VhRvH1VwIOU
Beautiful Bare Feet,"Health and Beauty, Beauticians","We are a new business in Ipswich's Town Centre - a small clinic with a BIG difference!



We have incorporated 3 unique services under one roof, so we can pamper you from head to toe!



So why not visit us and have a look for yourself?",#N/A,Saints,12 Orwell Place,,Ipswich,IP4 1BB,1.1590282,52.055473,01473 805180,www.beautifulbarefeet.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 17:00,CLOSED,CLOSED,https://www.facebook.com/BareFeet1,,,
Iceni,"Health and Beauty, Well-being","Today Iceni supports families in Ipswich and Suffolk to give all our children the opportunity to have a safe, healthy and happy start in life. We strongly believe that tackling the causes of addiction, poverty and other inequalities lies in effective targeted early intervention and addressing the unmet and inter-generational problems that are entrenched in deprived neighbourhoods in Suffolk. Our work is designed to help those who will raise the next generation of children, rather than applying sticking plasters to today's problems.",,Saints,64-70 Foundation Street,,Ipswich,IP4 1BN,1.1567558,52.0541551,01473 214006,www.iceniipswich.org,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
Hudson Group,"Professional Services, Design Marketing and Media","We are a collaboration of several different divisions brought together to offer you a range of comprehensive services and products to assist you in your branding and marketing activities including: bespoke signage solutions, vehicle graphics, engraving, an experienced design team, branded corporate clothing, promotional and corporate gifts, retail and exhibition furniture and a full print service. This means that you get a bespoke and tailored solution for all your needs across these sectors.



The group divisions regularly work together on large and small projects making it easier for you to have one point of contact for all aspects. However all the divisions have very specific expertise in their chosen field and work on independent projects as well as group projects.



With this in mind we feel that the Group is very well placed to ensure you get the best possible service in all or any of the group's areas of expertise. Please do click on to any of the logos below or tabs above to take you directly to the area you are interested in and please do not hesitate to contact us if you require any further information.",,,Williamsport Way,Needham Market,Ipswich,IP6 8RW,-82.7290471,37.8206502,01449 723346,www.hudsongroupltd.co.uk,,08:30 - 17:00,08:30 - 17:00,08:30 -17:00,08:30 - 17:00,08:30 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/HudsonSigns,,https://twitter.com/Hudsonsigns,
Holland & Barrett,"Shopping, Cosmetics, Health and Beauty, Well-being","Holland and; Barrett is the UK's leading retailer of vitamins, minerals and herbal supplements. Our stores are a familiar sight in almost every major city and town across the U.K, with new outlets opening up all the time. Interest in natural food supplements has increased considerably over the last few years and Holland and; Barrett has always had a commitment to its customers to provide high quality products at value for money prices.",,Central,7 Westgate Street,,Ipswich,IP1 3DR,1.1498469,52.0581418,01473 250314,www.hollandandbarrett.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/hollandandbarrett,https://www.instagram.com/hollandandbarrett/,https://twitter.com/holland_barrett,https://www.youtube.com/user/hollandandbarrettuk
Grape Tree,Food and Drink,"Grape Tree now has 75 retail stores selling a variety of health food, nuts, seeds, dried and crystallised fruit, snacks, confectionery, cooking and baking ingredients.",,Central,20 Butter Market,,Ipswich,IP1 1BQ,1.154336,52.0569955,01473 226247,www.grapetree.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:30 - 16:00,CLOSED,https://www.facebook.com/grapetree2012/,,https://twitter.com/grapetreefoods,
Grant Thornton,"Professional Services, Financial and Legal Services","We've chosen to set our reputation alongside a bold purpose , by unlocking the potential for growth in our people, clients and our communities we believe we can help shape a vibrant economy where businesses and people can flourish.",,,80 Compair Crescent,,Ipswich,IP2 0EH,1.1394394,52.0531176,01473 221491,www.grantthornton.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,https://twitter.com/GrantThorntonUK,https://www.youtube.com/user/UKGrantThornton
Grand Central,"Food and Drink, American","At GC we're all about the food we cook! Everything we do revolves around big bold flavours, exciting dishes, great new experiences and transparency in where our food comes from , field to fork.",7980772,Waterfront,12 Regatta Quay,Key Street,Ipswich,IP4 1FH,1.1580268,52.0525556,01473 213985,www.grandcentralrestaurants.co.uk,ipswich@grandcentralrestaurants.co.uk,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,https://www.facebook.com/gcgoodfood/,https://www.instagram.com/grandcentralipswich/?hl=en,https://twitter.com/gcipswich,
Go East,Food and Drink,,#N/A,Saints,2 Fore Street,,Ipswich,IP4 1JS,1.1593051,52.0552435,01473 280500,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/pages/Go-East/160754213935292,,,
Gill Associates,"Professional Services, Financial and Legal Services","Welcome to Gill Associates, a highly qualified team of construction advisors serving the East Anglian region and beyond.

We take pride in our work, our skill sets and our results.

Through our Quantity Surveying and Project Management  services we successfully manage both long term partnerships and one-off project situations, removing the stress and providing piece-of-mind.

As problem solvers we work closely with both our private and corporate clients and supply knowledgeable management systems and trustworthy partnerships based on strategic planning, delivering projects on time, to budget and to brief.

We are proud of our ability to communicate with our Clients and the project team and whilst our website gives an overview of our capabilities and experience there is no substitute for talking. Please call us to discuss your requirements.",#N/A,Saints,50 St Nicholas Street,,Ipswich,IP1 1TP,1.1526216,52.0546976,01473 214646,www.gillassociates.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 17:30,CLOSED,00:00 - 11:00,,,,
Garden House Nursery,"Professional Services, Education and Skills","At Garden House in Ipswich you will find one of the most forward thinking and progressive nurseries, combining traditional good service and the highest quality of childcare.

We are perfectly located in Ipswich town centre, in beautiful historic buildings with an enclosed walled garden. We have three exclusive rooms for each of the age groups to ensure that your child will feel comfortable and confident with all of their individual needs taken care of.

We offer Full and Part Time, sessional day care. And Early Years and; Two-year-old Funding, Term Time, for those children entitled to it and subject to availability.",#N/A,Saints,18a St Nicholas Street,,Ipswich,IP1 1TJ,1.152466,52.05556,01473 281616,www.ghns.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 17:30,CLOSED,00:00 - 11:00,,,,
Freight Agency,"Professional Services, Travel and Transport","Since 1986 Freight Agency have been a market leading freight forwarder. Our knowledge and experience in shipping to some of the most commercially challenging areas of the world, including East and West Africa, the Middle East, India and Pakistan, has helped to create the specialist freight forwarding company we are today.",#N/A,Saints,24 Fore Street,,Ipswich,IP4 1JU,1.1592907,52.054425,01274 580049,freightagency.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 18:00,CLOSED,00:00 - 09:00,,,,
